,Date,county Name,Distance,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,AQI,Category
552,9/6/20,Middlesex,0.5,04:26.5,172,176,8:53,8:05,1.05,04:26.5,1,04:26.5,04:26.5,40,Good
668,7/15/19,Westchester,4.51,0:40:01,172,186,8:52,6:33,1.05,04:11.8,5,0:39:59,0:40:01,35,Good
610,12/23/19,Westchester,1.44,0:12:42,174,192,8:51,6:36,1.05,03:56.7,2,0:12:33,0:12:42,50,Good
202,4/3/21,Middlesex,1.03,09:07.4,174,218,8:50,4:01,1.05,00:22.8,2,09:04.8,0:10:11,,
522,9/20/20,Middlesex,8.06,1:10:59,174,180,8:49,7:21,1.05,00:30.2,9,1:10:58,1:10:59,26,Good
670,7/13/19,Westchester,4.16,0:36:37,174,188,8:49,5:27,1.05,00:58.3,5,0:36:25,0:36:37,44,Good
569,3/1/20,Westchester,6.01,0:52:50,174,182,8:48,7:44,1.05,00:02.3,7,0:52:50,0:52:50,38,Good
293,12/27/20,Westchester,5.01,0:43:51,174,186,8:46,6:20,1.05,00:01.5,6,0:43:50,0:43:51,46,Good
318,12/11/20,Westchester,0.5,04:21.3,176,182,8:45,7:13,1.05,04:21.3,1,04:21.3,04:21.3,53,Moderate
90,6/22/21,Middlesex,0.51,04:25.2,176,182,8:44,7:50,1.05,04:25.2,1,04:25.2,04:25.2,,
894,1/30/19,Westchester,4.85,0:42:16,176,188,8:43,6:56,1.05,08:15.6,5,0:41:50,0:47:36,36,Good
648,8/31/19,Middlesex,4.02,0:34:22,180,186,8:34,7:49,1.05,00:07.0,5,0:34:22,0:35:51,32,Good
102,6/11/21,Middlesex,0.52,04:24.4,180,184,8:30,7:24,1.05,04:24.4,1,04:24.4,04:24.4,,
45,7/19/21,Middlesex,3.12,0:26:10,184,190,8:24,7:37,1.05,00:54.2,4,0:26:09,0:26:10,,
483,10/6/20,Middlesex,0.53,04:51.5,168,172,9:15,8:30,1.04,04:51.5,1,0:04:51,04:51.5,34,Good
1062,10/6/18,Westchester,3.89,0:35:22,170,178,9:05,7:07,1.04,00:00.0,4,0:35:22,0:35:22,26,Good
544,9/8/20,Middlesex,0.48,04:17.7,172,176,9:00,8:19,1.04,04:17.7,1,0:04:17,04:17.7,45,Good
664,7/20/19,Westchester,2.34,0:21:05,172,178,9:00,7:53,1.04,03:10.6,3,0:20:59,0:27:13,43,Good
701,5/25/19,Westchester,3.51,0:31:36,172,184,9:00,7:29,1.04,03:58.9,4,0:31:20,0:31:36,40,Good
729,5/4/19,Westchester,3.78,0:34:00,172,190,9:00,7:40,1.04,06:33.7,4,0:33:45,0:34:00,34,Good
473,10/10/20,Middlesex,0.21,01:54.9,172,174,8:59,7:50,1.04,01:54.9,1,01:54.9,01:54.9,44,Good
605,1/3/20,Westchester,3,0:26:54,172,180,8:59,7:56,1.04,08:37.4,3,0:26:53,0:26:54,54,Moderate
270,1/4/21,Westchester,4.66,0:41:32,174,200,8:54,4:56,1.04,04:46.4,5,0:41:32,0:42:47,22,
655,7/31/19,Westchester,5,0:44:33,174,184,8:54,7:51,1.04,00:01.8,6,0:44:32,0:44:33,64,Moderate
990,11/27/18,Westchester,2.77,0:24:38,176,196,8:54,5:50,1.04,00:00.0,3,0:24:38,0:26:08,20,Good
93,6/21/21,Middlesex,0.54,04:45.3,174,178,8:53,8:32,1.04,04:45.3,1,04:45.3,04:45.3,,
264,1/20/21,Westchester,3.47,0:30:50,174,182,8:53,7:02,1.04,04:10.1,4,0:30:49,0:30:50,31,
672,7/11/19,Westchester,4,0:35:31,174,182,8:52,6:07,1.04,00:01.3,5,0:35:23,0:35:31,45,Good
252,2/10/21,Middlesex,1.71,0:15:10,176,184,8:51,7:06,1.04,06:05.7,2,0:15:10,0:15:10,,
96,6/19/21,Middlesex,3,0:26:16,178,186,8:45,6:58,1.04,00:00.7,4,0:26:15,0:26:16,,
30,7/26/21,Middlesex,3.13,0:26:53,180,188,8:35,8:00,1.04,01:03.1,4,0:26:52,0:26:53,,
122,6/6/21,Middlesex,1.54,0:13:13,180,188,8:35,7:25,1.04,05:06.0,2,0:13:12,0:14:16,,
208,3/31/21,Middlesex,1.04,08:45.9,184,192,8:27,7:39,1.04,00:18.5,2,08:45.4,08:45.9,,
27,7/27/21,Middlesex,3.13,0:26:17,184,188,8:24,7:41,1.04,01:00.8,4,0:26:16,0:26:17,,
207,3/31/21,Middlesex,1.06,08:49.3,186,192,8:20,7:42,1.04,00:26.6,2,08:49.3,08:49.3,,
669,7/14/19,Westchester,8,1:12:55,172,178,9:07,8:01,1.03,00:01.1,9,1:12:21,1:12:55,44,Good
1047,10/19/18,Westchester,4.39,0:40:01,172,190,9:07,6:11,1.03,00:00.0,5,0:40:01,0:40:01,25,Good
653,8/6/19,Westchester,5,0:45:30,172,178,9:06,7:46,1.03,00:01.6,6,0:45:29,0:45:30,44,Good
541,9/12/20,Middlesex,0.47,04:14.3,172,174,9:04,8:16,1.03,04:14.3,1,0:04:14,04:14.3,32,Good
640,9/11/19,Middlesex,4,0:36:17,172,178,9:04,7:51,1.03,00:01.4,5,0:36:17,0:39:13,42,Good
543,9/8/20,Middlesex,2.26,0:20:22,174,178,9:02,8:19,1.03,02:15.3,3,0:20:21,0:20:22,45,Good
608,12/28/19,Westchester,2.5,0:22:35,174,184,9:01,4:23,1.03,04:37.2,3,0:22:26,0:22:35,39,Good
582,2/18/20,Middlesex,3.01,0:27:05,174,182,9:00,8:09,1.03,00:03.9,4,0:27:05,0:27:05,27,Good
671,7/12/19,Westchester,4.01,0:36:02,174,182,9:00,7:49,1.03,00:01.8,5,0:35:47,0:36:02,40,Good
576,2/22/20,Middlesex,3,0:26:59,174,186,8:59,7:44,1.03,00:02.0,4,0:26:58,0:26:59,42,Good
630,9/21/19,Middlesex,5.01,0:45:00,174,180,8:59,7:34,1.03,00:04.9,6,0:45:00,0:45:57,41,Good
639,9/12/19,Middlesex,4.01,0:35:55,172,180,8:58,7:51,1.03,00:02.8,5,0:35:54,0:35:55,34,Good
180,5/4/21,Westchester,0.51,04:34.5,174,180,8:57,7:37,1.03,04:34.5,1,0:04:34,04:34.5,38,
257,1/24/21,Middlesex,5.07,0:44:48,176,184,8:51,6:45,1.03,00:35.0,6,0:44:48,0:44:48,,
110,6/9/21,Middlesex,0.51,04:30.8,178,184,8:49,7:26,1.03,04:30.8,1,0:04:30,04:30.8,,
444,10/25/20,Middlesex,7.39,1:05:01,176,188,8:48,6:50,1.03,03:32.9,8,1:04:59,1:05:01,22,Good
7,8/3/21,Westchester,3.06,0:26:53,178,184,8:47,5:41,1.03,00:28.3,4,0:26:52,0:26:53,35,
614,10/23/19,Middlesex,8,1:10:17,178,190,8:47,7:51,1.03,00:02.3,9,1:10:15,1:10:17,33,Good
55,7/14/21,Middlesex,3,0:25:59,180,188,8:39,7:40,1.03,00:01.4,4,0:25:58,0:25:59,,
109,6/9/21,Middlesex,3.2,0:27:22,182,192,8:34,7:12,1.03,01:28.3,4,0:27:22,0:27:22,,
217,3/26/21,Middlesex,3.11,0:26:18,184,190,8:27,7:23,1.03,00:57.9,4,0:26:17,0:26:18,,
1129,7/28/18,Westchester,0.28,02:40.3,166,172,9:28,7:59,1.02,00:00.0,1,0:02:34,02:40.3,126,Unhealthy for Sensitive Groups
1058,10/12/18,Westchester,4.68,0:43:29,170,182,9:17,6:44,1.02,00:00.0,5,0:43:29,0:46:57,22,Good
554,8/15/20,Westchester,2.17,0:20:05,170,190,9:16,7:36,1.02,01:29.6,3,0:20:05,0:20:05,30,Good
609,12/26/19,Westchester,3,0:27:43,172,180,9:14,6:48,1.02,00:04.2,4,0:27:35,0:27:43,50,Good
811,4/2/19,Westchester,3.55,0:32:47,172,182,9:14,3:00,1.02,05:28.1,4,0:32:38,0:32:47,44,Good
553,9/5/20,Middlesex,5.91,0:54:14,170,176,9:11,8:08,1.02,08:32.2,6,0:54:13,0:54:14,31,Good
706,5/15/19,Westchester,2.13,0:19:32,172,178,9:11,7:01,1.02,01:11.4,3,0:19:31,0:19:32,35,Good
721,5/8/19,Westchester,2,0:18:21,172,176,9:11,7:42,1.02,09:07.0,2,0:18:13,0:18:21,42,Good
665,7/19/19,Westchester,2,0:18:24,172,178,9:10,8:16,1.02,00:02.0,3,0:18:23,0:18:24,93,Moderate
717,5/11/19,Westchester,10.73,1:37:57,172,180,9:08,4:02,1.02,06:33.7,11,1:37:19,1:37:57,36,Good
779,4/13/19,Westchester,6,0:54:50,172,184,9:08,7:28,1.02,00:01.8,7,0:54:29,1:05:12,42,Good
637,9/14/19,Middlesex,4.01,0:36:34,174,180,9:07,7:44,1.02,00:03.5,5,0:36:33,0:37:49,30,Good
597,1/14/20,Middlesex,0.5,04:33.7,174,182,9:05,7:58,1.02,00:00.0,1,04:33.7,04:33.7,32,Good
629,9/22/19,Middlesex,10.01,1:30:57,174,180,9:05,8:01,1.02,00:02.2,11,1:30:55,1:30:57,58,Moderate
461,10/18/20,Middlesex,6.28,0:57:00,174,180,9:04,1:33,1.02,02:40.3,7,0:56:58,0:57:00,38,Good
666,7/17/19,Westchester,4.5,0:40:46,174,188,9:03,5:32,1.02,04:22.5,5,0:40:45,0:40:46,48,Good
258,1/23/21,Middlesex,0.48,04:20.3,174,178,9:02,8:13,1.02,04:20.3,1,04:20.3,04:20.3,,
56,7/14/21,Middlesex,1.04,09:17.0,176,182,8:57,8:41,1.02,00:18.9,2,09:16.9,09:17.0,,
121,6/7/21,Middlesex,0.48,04:15.2,176,180,8:57,7:53,1.02,04:15.2,1,0:04:15,04:15.2,,
171,5/6/21,Westchester,1.05,09:21.8,176,190,8:56,8:34,1.02,00:24.3,2,0:09:21,09:21.8,35,
168,5/12/21,Westchester,0.86,07:40.5,178,182,8:54,5:46,1.02,07:40.5,1,07:40.5,07:40.5,34,
1140,7/16/18,Westchester,1.06,09:59.3,170,174,9:23,4:15,1.01,00:00.0,2,0:09:59,09:59.3,133,Unhealthy for Sensitive Groups
1094,9/4/18,Westchester,2.6,0:24:18,170,182,9:22,7:08,1.01,00:00.0,5,0:24:18,0:33:01,40,Good
8,8/3/21,Westchester,1.57,0:14:37,172,176,9:18,3:41,1.01,05:20.0,2,0:14:37,0:14:37,35,
944,12/26/18,Westchester,4.27,0:39:39,172,180,9:18,6:57,1.01,00:00.0,5,0:39:39,0:39:39,36,Good
123,6/6/21,Middlesex,0.38,03:32.3,172,182,9:17,8:05,1.01,03:32.3,1,0:03:32,03:32.3,,
1098,8/28/18,Westchester,0.71,06:35.9,172,190,9:17,6:23,1.01,00:00.0,2,0:06:36,06:35.9,71,Moderate
283,12/31/20,Westchester,0.52,04:48.7,172,194,9:15,8:43,1.01,04:48.7,1,04:48.7,04:48.7,39,Good
16,7/30/21,Middlesex,3.01,0:27:44,174,178,9:14,8:16,1.01,00:01.6,4,0:27:43,0:27:44,,
638,9/13/19,Middlesex,4.01,0:36:58,172,178,9:14,8:31,1.01,00:02.7,5,0:36:57,0:36:58,26,Good
319,12/8/20,Westchester,0.5,04:35.2,174,178,9:12,8:05,1.01,04:35.2,1,0:04:35,05:48.8,25,Good
387,11/15/20,Middlesex,4.59,0:42:04,174,180,9:09,7:09,1.01,05:34.0,5,0:42:03,0:42:18,32,Good
495,10/3/20,Middlesex,0.46,04:13.4,174,176,9:09,8:15,1.01,04:13.4,1,0:04:13,04:13.4,36,Good
575,2/23/20,Middlesex,6.01,0:55:02,174,186,9:09,7:58,1.01,00:06.7,7,0:55:02,0:55:02,52,Moderate
624,9/29/19,Middlesex,12.01,1:49:16,176,184,9:06,8:14,1.01,00:03.3,13,1:49:13,1:49:16,27,Good
31,7/26/21,Middlesex,1.57,0:14:15,176,178,9:05,8:39,1.01,05:07.7,2,0:14:15,0:14:15,,
573,2/25/20,Middlesex,3,0:27:15,176,184,9:05,7:40,1.01,00:00.9,4,0:27:15,0:27:15,51,Moderate
161,5/13/21,Middlesex,2.52,0:22:53,176,182,9:04,7:51,1.01,04:43.5,3,0:22:53,0:22:53,35,
119,6/7/21,Middlesex,0.52,04:34.0,182,188,8:47,8:17,1.01,04:34.0,1,0:04:34,04:34.0,,
192,4/9/21,Middlesex,0.77,06:44.0,184,190,8:42,7:14,1.01,06:44.1,1,0:06:44,06:44.0,40,
200,4/4/21,Middlesex,6.45,0:55:47,184,192,8:39,5:49,1.01,03:34.2,7,0:55:46,0:55:47,,
521,9/22/20,Middlesex,0.49,04:39.1,170,174,9:29,8:23,1,04:39.1,1,0:04:39,04:39.1,34,Good
1102,8/27/18,Westchester,3.05,0:28:53,172,180,9:28,7:59,1,00:00.0,5,0:28:54,0:35:02,47,Good
583,2/17/20,Middlesex,3,0:28:20,170,178,9:26,8:14,1,00:00.8,4,0:28:20,0:28:20,41,Good
349,11/28/20,Westchester,0.5,04:40.2,172,174,9:22,8:17,1,04:40.2,1,0:04:40,04:40.2,26,Good
382,11/16/20,Westchester,0.47,04:26.6,172,176,9:22,7:53,1,04:26.6,1,04:26.6,04:26.6,31,Good
962,12/11/18,Westchester,3.25,0:30:26,172,186,9:22,6:31,1,00:00.0,4,0:29:46,0:30:26,36,Good
1086,9/14/18,Westchester,0.81,07:33.8,172,184,9:20,5:41,1,00:00.0,2,0:07:18,08:41.5,24,Good
588,1/28/20,Middlesex,3.01,0:27:58,174,184,9:18,7:38,1,00:03.6,4,0:27:57,0:30:12,36,Good
299,12/20/20,Westchester,2.13,0:19:47,174,184,9:17,7:12,1,01:18.1,3,0:19:46,0:20:25,54,Moderate
4,8/4/21,Westchester,3.1,0:28:32,176,186,9:12,5:49,1,00:49.7,4,0:28:31,0:28:32,39,
253,2/4/21,Middlesex,6.53,1:00:07,174,186,9:12,6:51,1,04:57.4,7,1:00:06,1:00:41,,
476,10/8/20,Middlesex,0.5,04:34.8,174,178,9:12,7:40,1,04:34.8,1,04:34.8,04:34.8,29,Good
42,7/20/21,Middlesex,3,0:27:17,178,188,9:05,6:39,1,00:01.6,4,0:27:16,0:29:48,,
53,7/15/21,Middlesex,3,0:27:17,176,182,9:05,8:25,1,00:01.7,4,0:27:17,0:27:17,,
10,8/2/21,Westchester,3.07,0:27:33,180,184,8:58,8:37,1,00:39.8,4,0:27:32,0:27:33,29,
74,6/28/21,Middlesex,3.01,0:26:41,180,186,8:53,7:58,1,00:01.4,4,0:26:40,0:26:41,,
124,6/3/21,Middlesex,0.77,06:48.5,182,188,8:51,7:31,1,06:48.5,1,0:06:48,06:48.5,,
1067,10/1/18,Westchester,1.51,0:14:36,168,176,9:41,7:22,0.99,00:00.0,2,0:14:36,0:14:36,37,Good
402,11/9/20,Middlesex,0.44,04:10.8,170,176,9:32,7:34,0.99,04:10.8,1,04:10.8,04:10.8,69,Moderate
179,5/4/21,Westchester,0.26,02:25.4,172,176,9:26,8:21,0.99,02:25.4,1,0:02:25,02:25.4,38,
1090,9/6/18,Westchester,0.62,05:50.4,172,224,9:26,2:27,0.99,00:00.0,1,0:05:49,06:12.3,74,Moderate
535,9/13/20,Middlesex,7,1:06:00,172,176,9:25,2:27,0.99,00:02.3,8,1:05:58,1:06:00,35,Good
160,5/16/21,Middlesex,4,0:37:21,174,180,9:20,8:08,0.99,00:01.3,5,0:37:20,0:40:02,47,
151,5/19/21,Middlesex,0.49,04:36.3,174,184,9:19,6:25,0.99,04:36.3,1,0:04:36,04:36.3,38,
75,6/28/21,Middlesex,1.04,09:38.1,176,180,9:16,8:14,0.99,00:19.8,2,09:37.8,09:38.1,,
203,4/3/21,Middlesex,0.51,04:41.4,176,188,9:12,6:50,0.99,04:41.4,1,0:04:41,04:41.4,,
243,3/12/21,Middlesex,6.3,0:57:59,176,186,9:12,5:35,0.99,02:44.1,7,0:57:58,0:57:59,,
188,4/14/21,Middlesex,0.74,06:44.0,178,182,9:09,8:06,0.99,06:44.0,1,06:44.0,06:44.0,38,
36,7/23/21,Middlesex,3,0:27:26,178,182,9:08,8:03,0.99,00:01.4,4,0:27:25,0:27:26,,
78,6/27/21,Middlesex,1.02,09:15.9,178,186,9:06,7:55,0.99,00:07.9,2,09:14.9,09:15.9,,
66,7/3/21,Westchester,3.41,0:30:33,180,188,8:58,8:24,0.99,03:32.6,4,0:30:32,0:30:33,10,
600,1/12/20,Middlesex,3.1,0:25:33,168,174,8:15,8:55,0.99,00:00.0,1,0:06:04,06:04.1,33,Good
525,9/17/20,Middlesex,0.45,04:24.3,168,172,9:46,9:06,0.98,04:24.3,1,0:04:24,04:24.3,41,Good
542,9/8/20,Middlesex,0.6,05:50.4,170,174,9:41,8:48,0.98,05:50.4,1,05:50.4,05:50.4,45,Good
545,9/6/20,Middlesex,0.52,05:03.4,170,184,9:41,9:13,0.98,05:03.4,1,0:05:03,05:03.4,40,Good
1114,8/18/18,Westchester,3.13,0:30:03,170,176,9:37,8:11,0.98,00:00.0,4,0:30:03,0:30:03,39,Good
383,11/16/20,Middlesex,0.51,04:53.5,172,176,9:35,8:38,0.98,04:53.4,1,0:04:53,04:53.5,28,Good
145,5/22/21,Middlesex,0.15,01:23.1,172,190,9:31,8:39,0.98,01:23.1,1,0:01:23,01:23.1,50,
359,11/26/20,Westchester,0.48,04:34.1,172,180,9:31,8:34,0.98,04:34.1,1,0:04:34,04:34.1,27,Good
504,9/27/20,Middlesex,8.11,1:17:14,172,178,9:31,8:20,0.98,01:05.0,9,1:17:12,1:17:14,31,Good
244,3/2/21,Middlesex,2.66,0:25:15,172,192,9:29,5:12,0.98,05:12.7,3,0:25:15,0:25:15,34,
43,7/20/21,Middlesex,1.51,0:14:17,174,178,9:27,8:42,0.98,04:46.6,2,0:14:17,0:14:17,,
266,1/18/21,Westchester,0.55,05:12.9,174,178,9:27,8:05,0.98,05:12.9,1,05:12.9,05:12.9,19,
623,10/1/19,Middlesex,7,1:06:02,174,178,9:26,6:39,0.98,00:01.4,8,1:06:00,1:06:02,31,Good
33,7/25/21,Middlesex,6,0:56:07,176,182,9:21,8:25,0.98,00:01.1,7,0:56:05,0:56:07,,
48,7/18/21,Middlesex,6.74,1:01:25,180,188,9:07,8:18,0.98,06:19.8,7,1:01:24,1:01:25,,
598,1/13/20,Middlesex,3.01,0:24:59,170,184,8:18,8:56,0.98,00:00.0,1,0:04:50,04:50.1,22,Good
1077,9/18/18,Westchester,0.89,09:01.6,164,196,10:07,6:43,0.97,00:00.0,2,0:09:01,09:01.6,20,Good
536,9/12/20,Middlesex,0.53,05:14.7,166,182,9:57,8:46,0.97,05:14.7,1,05:14.7,07:19.2,32,Good
371,11/21/20,Westchester,0.48,04:46.8,168,172,9:55,9:03,0.97,04:46.8,1,04:46.8,04:46.8,43,Good
534,9/15/20,Middlesex,0.45,04:23.8,170,174,9:48,9:00,0.97,04:23.8,1,04:23.8,04:23.8,24,Good
1053,10/17/18,Westchester,4.11,0:40:01,170,180,9:44,7:30,0.97,00:00.0,5,0:40:01,0:40:02,28,Good
338,12/3/20,Westchester,0.44,04:18.1,172,192,9:41,8:16,0.97,04:18.1,1,0:04:18,04:18.1,27,Good
399,11/11/20,Middlesex,0.39,03:48.2,172,174,9:39,8:46,0.97,03:48.2,1,0:03:47,03:54.0,22,Good
496,10/1/20,Middlesex,0.52,05:02.1,172,182,9:39,9:13,0.97,05:02.1,1,05:02.1,05:02.1,36,Good
366,11/24/20,Westchester,0.48,04:34.7,172,188,9:38,8:03,0.97,04:34.7,1,0:04:34,04:34.7,26,Good
159,5/17/21,Middlesex,0.74,07:02.8,174,176,9:32,8:44,0.97,07:02.8,1,07:02.8,07:02.8,45,
256,1/29/21,Middlesex,0.23,02:13.0,174,178,9:30,8:23,0.97,02:12.1,1,02:13.0,02:13.0,,
484,10/4/20,Middlesex,8.02,1:15:41,174,182,9:26,7:40,0.97,00:49.8,9,1:16:22,1:16:36,31,Good
918,1/9/19,Westchester,1.91,0:17:50,178,192,9:20,6:13,0.97,00:00.0,2,0:17:50,0:17:50,24,Good
79,6/25/21,Middlesex,1.03,09:35.6,178,184,9:17,8:38,0.97,00:17.0,2,09:35.6,09:35.6,,
242,3/14/21,Middlesex,0.43,03:56.8,180,186,9:14,6:49,0.97,03:56.8,1,03:56.8,03:56.8,,
204,3/31/21,Middlesex,0.78,07:02.9,184,192,9:00,7:55,0.97,07:02.9,1,07:02.9,07:02.9,,
1076,9/20/18,Westchester,1.13,0:11:22,166,192,10:05,5:38,0.96,00:00.0,2,0:11:22,0:12:15,24,Good
437,10/29/20,Middlesex,0.51,05:03.2,168,172,10:00,8:41,0.96,05:03.2,1,0:05:03,05:03.2,27,Good
985,11/29/18,Westchester,1.78,0:17:42,168,182,9:56,6:41,0.96,00:00.0,2,0:17:42,0:17:42,27,Good
348,11/28/20,Westchester,0.55,05:25.2,170,202,9:51,8:30,0.96,05:25.2,1,0:05:25,05:25.2,26,Good
628,9/23/19,Middlesex,3.99,0:39:14,170,192,9:50,5:48,0.96,07:17.4,4,0:39:13,0:41:42,54,Moderate
1034,10/25/18,Westchester,2.55,0:25:06,170,182,9:50,6:36,0.96,00:00.0,3,0:25:07,0:25:06,28,Good
921,1/7/19,Westchester,1.07,0:10:26,172,184,9:46,6:21,0.96,00:00.0,2,0:10:26,0:10:26,31,Good
218,3/26/21,Middlesex,0.78,07:30.8,174,178,9:41,7:59,0.96,07:30.8,1,07:30.8,07:30.8,,
40,7/21/21,Middlesex,1.51,0:14:34,174,180,9:38,8:49,0.96,04:44.4,2,0:14:34,0:15:36,,
295,12/24/20,Westchester,0.57,05:28.1,174,184,9:37,8:39,0.96,05:28.1,1,0:05:28,05:28.1,33,Good
251,2/24/21,Middlesex,0.39,03:44.5,174,178,9:36,8:24,0.96,03:44.5,1,0:03:44,03:44.5,,
406,11/8/20,Middlesex,4.63,0:44:18,174,184,9:34,1:50,0.96,05:53.3,5,0:44:17,0:44:18,70,Moderate
39,7/21/21,Middlesex,3,0:28:35,176,182,9:31,8:52,0.96,00:01.3,4,0:28:34,0:28:35,,
1103,8/27/18,Westchester,3,0:30:27,168,180,10:08,6:47,0.95,00:00.0,5,0:29:53,0:31:37,47,Good
1116,8/15/18,Westchester,4.01,0:40:23,168,180,10:05,4:50,0.95,00:00.0,5,0:39:25,0:40:23,48,Good
259,1/23/21,Westchester,0.52,05:05.3,172,194,9:53,9:20,0.95,05:05.3,1,0:05:05,05:05.3,31,
11,8/2/21,Westchester,1.56,0:15:25,172,176,9:51,6:17,0.95,05:23.4,2,0:15:25,0:15:25,29,
24,7/28/21,Middlesex,1.04,0:10:13,172,174,9:49,9:32,0.95,00:24.1,2,0:10:13,0:10:13,,
654,8/5/19,Westchester,7,1:08:45,172,180,9:49,2:18,0.95,00:01.7,8,1:08:43,1:08:45,49,Good
103,6/10/21,Middlesex,0.52,05:06.1,174,198,9:46,8:33,0.95,05:06.1,1,0:05:06,05:06.1,,
162,5/12/21,Westchester,0.86,08:24.9,174,192,9:46,5:43,0.95,08:24.9,1,08:24.9,08:24.9,34,
229,3/20/21,Middlesex,8.08,1:18:48,174,182,9:45,2:58,0.95,00:51.5,9,1:18:43,1:26:37,,
19,7/29/21,Middlesex,3,0:29:14,174,180,9:44,9:02,0.95,00:01.6,4,0:29:14,0:29:14,,
49,7/18/21,Middlesex,1.03,09:59.1,174,176,9:44,9:05,0.95,00:15.3,2,09:58.8,09:59.1,,
147,5/19/21,Middlesex,0.81,07:51.0,174,192,9:43,7:47,0.95,07:51.0,1,0:07:51,0:10:09,38,
1,8/8/21,Westchester,6.01,0:58:04,174,180,9:40,8:49,0.95,00:02.0,7,0:58:04,0:58:04,51,
71,6/29/21,Westchester,1,09:36.9,176,186,9:35,7:33,0.95,00:01.4,2,09:36.4,09:36.9,90,
91,6/21/21,Middlesex,0.52,05:00.0,176,190,9:35,8:54,0.95,05:00.0,1,0:05:00,05:00.0,,
65,7/6/21,Middlesex,3.5,0:33:27,178,188,9:33,8:09,0.95,04:27.4,4,0:33:26,0:33:27,,
737,4/29/19,Westchester,2.07,0:20:53,170,176,10:07,8:08,0.94,00:42.7,3,0:20:43,0:20:53,37,Good
5,8/4/21,Westchester,1.56,0:15:39,172,174,10:03,1:46,0.94,05:19.4,2,0:15:39,0:15:39,39,
17,7/30/21,Middlesex,1.51,0:15:01,172,176,9:58,8:58,0.94,04:58.2,2,0:15:01,0:15:01,,
343,12/1/20,Westchester,0.06,00:33.2,172,192,9:55,5:10,0.94,00:33.2,1,00:33.2,00:33.2,22,Good
237,3/17/21,Middlesex,0.38,03:46.9,174,180,9:52,8:43,0.94,03:46.9,1,03:46.9,03:46.9,,
23,7/28/21,Middlesex,1.04,0:10:12,174,176,9:51,8:30,0.94,00:19.8,2,0:10:11,0:10:12,,
46,7/19/21,Middlesex,1.03,0:10:03,174,178,9:48,9:18,0.94,00:15.2,2,0:10:03,0:10:53,,
77,6/27/21,Middlesex,6.01,0:57:50,178,184,9:37,8:04,0.94,00:05.0,7,0:57:49,0:57:50,,
108,6/9/21,Middlesex,0.52,04:57.7,178,186,9:36,5:38,0.94,04:57.7,1,0:04:57,04:57.7,,
52,7/16/21,Middlesex,1,0:10:16,170,178,10:14,8:59,0.93,00:02.2,2,0:10:16,0:10:16,,
938,12/27/18,Westchester,0.51,05:12.3,170,176,10:14,7:54,0.93,00:00.0,1,0:05:06,05:19.2,34,Good
986,11/28/18,Westchester,0.82,08:12.7,172,180,10:04,8:05,0.93,00:00.0,1,0:08:04,08:12.7,20,Good
32,7/25/21,Middlesex,1.03,0:10:22,172,178,10:03,9:35,0.93,00:18.7,2,0:10:22,0:10:22,,
28,7/27/21,Middlesex,1.56,0:15:38,174,178,10:02,9:34,0.93,05:27.7,2,0:15:37,0:15:38,,
267,1/18/21,Westchester,0.51,05:04.4,172,176,10:02,8:19,0.93,05:04.4,1,0:05:04,05:04.4,19,
238,3/14/21,Middlesex,0.28,02:44.3,174,186,9:55,8:39,0.93,02:44.3,1,0:02:44,02:44.3,,
44,7/19/21,Middlesex,1.57,0:15:29,174,186,9:52,9:13,0.93,05:22.3,2,0:15:28,0:15:29,,
367,11/24/20,Westchester,0.25,02:26.5,176,190,9:52,9:29,0.93,02:26.5,1,02:26.5,02:26.5,26,Good
64,7/7/21,Middlesex,5,0:49:06,176,176,9:49,9:49,0.93,00:01.9,6,0:49:05,0:50:23,,
61,7/10/21,Middlesex,0.84,08:13.2,176,176,9:48,9:49,0.93,08:13.2,1,0:08:13,08:13.2,,
63,7/8/21,Middlesex,1,09:50.4,176,176,9:48,9:49,0.93,00:01.7,2,09:49.7,09:50.4,,
60,7/10/21,Middlesex,0.88,08:39.3,176,176,9:47,9:49,0.93,08:39.3,1,08:39.3,08:39.3,,
62,7/10/21,Middlesex,1,09:49.5,176,176,9:47,9:49,0.93,00:01.5,2,09:47.5,0:10:05,,
170,5/9/21,Westchester,8.06,1:17:37,180,180,9:38,8:05,0.93,00:25.3,9,1:17:36,1:17:37,38,
68,6/29/21,Westchester,1.01,09:36.2,182,188,9:30,7:37,0.93,00:04.5,2,09:35.5,09:36.2,90,
1085,9/14/18,Westchester,1.82,0:19:08,166,192,10:31,3:43,0.92,00:00.0,3,0:19:09,0:24:35,24,Good
1020,11/9/18,Westchester,1.26,0:13:03,170,180,10:20,4:16,0.92,00:00.0,2,0:13:02,0:18:17,20,Good
25,7/28/21,Middlesex,1.08,0:11:09,170,172,10:19,9:29,0.92,00:48.8,2,0:11:08,0:11:09,,
326,12/5/20,Westchester,0.53,05:25.0,170,192,10:19,5:09,0.92,05:25.0,1,05:25.0,05:25.0,23,Good
1097,8/29/18,Westchester,3.92,0:40:02,170,176,10:13,7:37,0.92,00:00.0,7,0:40:02,0:40:02,84,Moderate
